"","married-slope_2022","married-slope_2023","married-acc_2022","married-acc_2023","married-steady_slope","married-val_2022","unmarried-slope_2022","unmarried-slope_2023","unmarried-acc_2022","unmarried-acc_2023","unmarried-steady_slope","unmarried-val_2022"
"Mendocino County, California","","","","","",47915.0,280.06659442186356,409.98490411788225,118.53312870569061,141.30349069908698,0.0,17491.0
"Menifee County, Kentucky",-308.8497138544917,-471.4783319532871,-149.68643609737774,-175.57080010073696,0.0,3833.0,"","","","","",901.0
"Menominee County, Michigan",-142.3428571428571,-142.3428571428571,0.0,0.0,1.0,14002.0,-35.88568196510096,-49.00591467356935,-13.12023270846796,-13.12023270846796,0.0,4590.0
"Menominee County, Wisconsin",-44.20357142857143,-44.20357142857143,0.0,0.0,1.0,1958.0,-37.22794117647027,-42.10819327731042,-4.880252100840362,-4.880252100840362,0.0,274.0
"Merced County, California","","","","","",161874.0,449.7892857142856,449.7892857142856,0.0,0.0,1.0,25601.0
"Mercer County, Illinois",101.79854557208455,124.7090174531404,22.91047188106013,22.91047188106013,0.0,11280.0,-151.1635825484991,-218.70058069378138,-63.12529628838456,-71.94870000912124,0.0,2228.0
"Mercer County, Kentucky",375.6814318035176,433.0765513898077,57.3951195862969,57.3951195862969,0.0,15036.0,72.25357142857142,72.25357142857142,0.0,0.0,1.0,3905.0
"Mercer County, Missouri",-70.27275371687574,-82.41464124111735,-12.141887524240497,-12.141887524240497,0.0,2273.0,"","","","","",634.0
"Mercer County, New Jersey","","","","","",222964.0,1246.9000484810676,1413.1125565611874,166.21250808015424,166.21250808015424,0.0,58424.0
"Mercer County, North Dakota","","","","","",5734.0,84.45087068900466,118.94613033719361,31.816903690838444,37.17361560673635,0.0,1421.0
"Mercer County, Ohio",345.165368455142,412.24471557859215,67.079347123465,67.079347123465,0.0,30454.0,141.77499999999998,141.77499999999998,0.0,0.0,1.0,6773.0
"Mercer County, Pennsylvania",-837.0035714285716,-837.0035714285716,0.0,0.0,1.0,63669.0,176.8928571428571,176.8928571428571,0.0,0.0,1.0,19086.0
"Mercer County, West Virginia",-427.7535714285715,-427.7535714285715,0.0,0.0,1.0,33117.0,"","","","","",10830.0
"Meriwether County, Georgia",-186.57142857142853,-186.57142857142853,0.0,0.0,1.0,10094.0,-62.917641554027796,-97.29230937734246,-31.18185736740452,-37.56747828265543,0.0,2550.0
"Merrick County, Nebraska",49.10088881707634,65.04448933420645,15.94360051713012,15.94360051713012,0.0,5019.0,-20.252100840338244,-27.151260504202583,-6.8991596638655395,-6.8991596638655395,0.0,1353.0
"Merrimack County, New Hampshire",414.3857142857143,414.3857142857143,0.0,0.0,1.0,97393.0,156.79642857142852,156.79642857142852,0.0,0.0,1.0,25104.0
"Mesa County, Colorado","","","","","",91966.0,554.6107142857143,554.6107142857143,0.0,0.0,1.0,30655.0
"Metcalfe County, Kentucky",-55.59348739496272,-68.35609243697763,-12.762605042016773,-12.762605042016773,0.0,6861.0,93.83677073940635,132.2522343620658,35.63165266198848,41.199274582886574,0.0,1598.0
"Miami County, Indiana",-196.55357142857144,-196.55357142857144,0.0,0.0,1.0,21104.0,"","","","","",5208.0
"Miami County, Kansas","","","","","",22856.0,101.17142857142855,101.17142857142855,0.0,0.0,1.0,4682.0
"Miami County, Ohio",1719.7677440207917,1955.759987071855,235.99224305106912,235.99224305106912,0.0,72818.0,250.39285714285708,250.39285714285708,0.0,0.0,1.0,16992.0
"Miami-Dade County, Florida",7831.132142857144,7831.132142857144,0.0,0.0,1.0,1425764.0,4134.4,4134.4,0.0,0.0,1.0,382948.0
"Middlesex County, Massachusetts",6289.603571428571,6289.603571428571,0.0,0.0,1.0,1007503.0,3676.8714285714286,3676.8714285714286,0.0,0.0,1.0,320765.0
"Middlesex County, New Jersey",2785.021428571428,2785.021428571428,0.0,0.0,1.0,563000.0,2587.5718325793277,2947.8189237234183,360.24709114414884,360.24709114414884,0.0,107528.0
"Middlesex County, Virginia",-75.25714285714284,-75.25714285714284,0.0,0.0,1.0,6515.0,72.90714285714283,72.90714285714283,0.0,0.0,1.0,2170.0
"Midland County, Michigan",-196.14642857142857,-196.14642857142857,0.0,0.0,1.0,54636.0,107.40714285714284,107.40714285714284,0.0,0.0,1.0,13964.0
"Midland County, Texas",2096.7428571428563,2096.7428571428563,0.0,0.0,1.0,110072.0,730.5749999999998,730.5749999999998,0.0,0.0,1.0,24614.0
"Mifflin County, Pennsylvania","","","","","",29679.0,"","","","","",7056.0
"Milam County, Texas",444.52309308343683,526.1525371687603,81.62944408532677,81.62944408532677,0.0,15942.0,"","","","","",3799.0
"Millard County, Utah",-190.38657286018133,-309.33221139758825,-110.09200606401282,-127.79927102249349,0.0,9865.0,64.68486646935344,112.54397552460432,43.7819974412123,51.936220669478644,0.0,1008.0
"Mille Lacs County, Minnesota",134.90733678088873,173.82879767293343,38.921460892049225,38.921460892049225,0.0,15686.0,124.21565934066166,140.57005494505574,16.35439560439579,16.35439560439579,0.0,4487.0
"Miller County, Arkansas",-362.0289107950957,-394.7307530704711,-32.701842275371355,-32.701842275371355,0.0,20914.0,"","","","","",7014.0
"Miller County, Georgia",-135.08139070495963,-197.2046310417354,-57.16440423342283,-67.08207643116839,0.0,3178.0,15.332142857142854,15.332142857142854,0.0,0.0,1.0,1035.0
"Miller County, Missouri","","","","","",16035.0,202.00483193278342,233.85147058824077,31.846638655462243,31.846638655462243,0.0,4309.0
"Mills County, Iowa",-74.13571428571429,-74.13571428571429,0.0,0.0,1.0,9829.0,42.47857142857143,42.47857142857143,0.0,0.0,1.0,1983.0
"Mills County, Texas",-86.50324822237053,-93.5984324499077,-7.095184227537335,-7.095184227537335,0.0,2884.0,"","","","","",578.0
"Milwaukee County, Wisconsin",-2497.932142857142,-2497.932142857142,0.0,0.0,1.0,409193.0,1900.2321428571427,1900.2321428571427,0.0,0.0,1.0,224388.0
"Miner County, South Dakota",-63.97524796798825,-91.49499945901334,-25.331717303954065,-29.70778568015521,0.0,1499.0,33.90861463267356,54.37329538166523,18.896304681626134,22.033056818457226,0.0,390.0
"Mineral County, Colorado",-41.77980674058199,-75.26374518871307,-30.399536741517295,-36.56834016050561,0.0,586.0,19.520587114151567,27.913821331690997,7.770685197767762,9.015783237082815,0.0,177.0
"Mineral County, Montana",144.891580478361,166.5336296056994,21.64204912734354,21.64204912734354,0.0,2839.0,14.830678494647145,37.23582645878196,20.14264167719739,24.66765424665391,0.0,806.0
"Mineral County, Nevada",-59.267857142857125,-59.267857142857125,0.0,0.0,1.0,1873.0,"","","","","",946.0
"Mineral County, West Virginia",263.4502908856084,320.36819650940015,56.91790562378841,56.91790562378841,0.0,16390.0,126.71625895798206,270.67226703464985,130.09313728060079,157.81887886088225,0.0,4491.0
"Mingo County, West Virginia",-255.10714285714286,-255.10714285714286,0.0,0.0,1.0,14170.0,-68.24285714285713,-68.24285714285713,0.0,0.0,1.0,3083.0
"Minidoka County, Idaho",454.8594790175557,658.7223678231239,189.01271283800452,218.7130647751983,0.0,14759.0,59.714285714285715,59.714285714285715,0.0,0.0,1.0,2537.0
"Minnehaha County, South Dakota",1267.8642857142856,1267.8642857142856,0.0,0.0,1.0,117905.0,864.0607142857142,864.0607142857142,0.0,0.0,1.0,39735.0
"Missaukee County, Michigan",111.70882352941408,134.38529411765194,22.67647058823527,22.67647058823527,0.0,10012.0,-7.347414350355393,-12.394602456366556,-5.047188106011571,-5.047188106011571,0.0,2147.0
"Mississippi County, Arkansas",-373.525,-373.525,0.0,0.0,1.0,20308.0,-297.8335952796042,-402.8044708222151,-98.99375135799346,-110.94799972420878,0.0,6186.0
"Mississippi County, Missouri",-117.8285714285714,-117.8285714285714,0.0,0.0,1.0,5974.0,-52.878571428571426,-52.878571428571426,0.0,0.0,1.0,1761.0
"Missoula County, Montana",519.8678571428572,519.8678571428572,0.0,0.0,1.0,64085.0,418.9,418.9,0.0,0.0,1.0,31923.0
"Mitchell County, Georgia",-254.41428571428568,-254.41428571428568,0.0,0.0,1.0,8680.0,"","","","","",3696.0
"Mitchell County, Iowa",-57.62499999999998,-57.62499999999998,0.0,0.0,1.0,7206.0,5.982094376211535,3.8767291531994488,-2.105365223012445,-2.105365223012445,1.0,1729.0
"Mitchell County, Kansas",-64.88571428571429,-64.88571428571429,0.0,0.0,1.0,3967.0,-141.6535517461598,-211.01932242885232,-64.55311356411039,-74.1784277927618,0.0,1170.0
"Mitchell County, North Carolina",-113.44999999999997,-113.44999999999997,0.0,0.0,1.0,9094.0,-108.2308149151504,-200.93641896173358,-85.04013145015051,-100.37107664964424,0.0,2764.0
"Mitchell County, Texas","","","","","",4129.0,53.192857142857136,53.192857142857136,0.0,0.0,1.0,1696.0
"Mobile County, Alabama",-629.8142857142857,-629.8142857142857,0.0,0.0,1.0,219367.0,815.2142857142858,815.2142857142858,0.0,0.0,1.0,68364.0
"Moca Municipio, Puerto Rico",-430.9428571428571,-430.9428571428571,0.0,0.0,1.0,20427.0,129.08571428571423,129.08571428571423,0.0,0.0,1.0,4234.0
"Modoc County, California",-60.849999999999994,-60.849999999999994,0.0,0.0,1.0,5205.0,-127.31811570782156,-147.17768261150923,-19.859566903684804,-19.859566903684804,0.0,1325.0
"Moffat County, Colorado",-128.2642857142857,-128.2642857142857,0.0,0.0,1.0,7301.0,"","","","","",2162.0
"Mohave County, Arizona",1628.27233354887,1942.7629605688853,314.49062702003926,314.49062702003926,0.0,117009.0,770.5571428571427,770.5571428571427,0.0,0.0,1.0,43334.0
"Moniteau County, Missouri",-230.20917905624083,-265.84880413704377,-35.639625080801665,-35.639625080801665,0.0,9719.0,31.517857142857135,31.517857142857135,0.0,0.0,1.0,2278.0
"Monmouth County, New Jersey",4359.940610860009,5052.261069812812,692.3204589528211,692.3204589528211,0.0,443089.0,765.1535714285714,765.1535714285714,0.0,0.0,1.0,94947.0
"Mono County, California",330.40169068053365,437.1194777972996,100.0744990293424,113.36107519789948,0.0,8689.0,-693.9940988719463,-947.3086054623127,-237.53264384999784,-269.09636934133596,0.0,2669.0
"Monona County, Iowa",-114.11060116354929,-126.88855850032996,-12.777957336781233,-12.777957336781233,0.0,5213.0,"","","","","",1748.0
"Monongalia County, West Virginia",608.4142857142855,608.4142857142855,0.0,0.0,1.0,53929.0,504.74999999999994,504.74999999999994,0.0,0.0,1.0,30606.0
"Monroe County, Alabama",-198.08928571428575,-198.08928571428575,0.0,0.0,1.0,10135.0,-102.29314259812236,-175.65413700416684,-67.72091145105514,-79.00107736408972,0.0,3437.0
"Monroe County, Arkansas",-113.71428571428574,-113.71428571428574,0.0,0.0,1.0,3179.0,"","","","","",1322.0
"Monroe County, Florida",489.5964285714285,489.5964285714285,0.0,0.0,1.0,46227.0,163.06785714285718,163.06785714285718,0.0,0.0,1.0,19378.0
"Monroe County, Georgia",226.0785714285714,226.0785714285714,0.0,0.0,1.0,18653.0,91.91785714285712,91.91785714285712,0.0,0.0,1.0,3783.0
"Monroe County, Illinois",114.0964285714286,114.0964285714286,0.0,0.0,1.0,25304.0,164.38962508080294,183.62718164188846,19.23755656108601,19.23755656108601,0.0,4255.0
"Monroe County, Indiana",-213.19453781517223,-299.2995798319753,-86.10504201680554,-86.10504201680554,0.0,63522.0,-944.7891241112375,-1123.1402876536013,-178.35116354234384,-178.35116354234384,0.0,41161.0
"Monroe County, Iowa",-48.9943277310922,-45.059453781512275,3.934873949579928,3.934873949579928,1.0,4731.0,"","","","","",1437.0
"Monroe County, Kentucky","","","","","",6971.0,"","","","","",1765.0
"Monroe County, Michigan",-853.3285714285716,-853.3285714285716,0.0,0.0,1.0,97184.0,623.7285714285712,623.7285714285712,0.0,0.0,1.0,27142.0
"Monroe County, Mississippi",-97.93571428571427,-97.93571428571427,0.0,0.0,1.0,20654.0,75.73214285714285,75.73214285714285,0.0,0.0,1.0,4963.0
"Monroe County, Missouri",-56.903571428571425,-56.903571428571425,0.0,0.0,1.0,5395.0,16.81785714285714,16.81785714285714,0.0,0.0,1.0,1413.0
"Monroe County, New York",-1664.553571428571,-1664.553571428571,0.0,0.0,1.0,390925.0,1998.3857142857146,1998.3857142857146,0.0,0.0,1.0,162898.0
"Monroe County, Ohio",-84.45,-84.45,0.0,0.0,1.0,8808.0,"","","","","",2233.0
"Monroe County, Pennsylvania",-321.9107142857143,-321.9107142857143,0.0,0.0,1.0,106401.0,-78.4824822236842,-119.07718164191465,-40.59469941823021,-40.59469941823021,0.0,21696.0
"Monroe County, Tennessee",316.1127872765064,596.1624982953072,254.6530921079684,305.4463299190829,0.0,29686.0,531.5696347769699,598.7782643826795,67.20862960568905,67.20862960568905,0.0,7651.0
"Monroe County, West Virginia",-214.9678571428571,-214.9678571428571,0.0,0.0,1.0,7343.0,"","","","","",1725.0
"Monroe County, Wisconsin","","","","","",28383.0,103.60000000000001,103.60000000000001,0.0,0.0,1.0,8194.0
"Montague County, Texas",203.8165319974505,238.63893018748786,34.8223981900453,34.8223981900453,0.0,13385.0,"","","","","",3034.0
"Montcalm County, Michigan",811.5972850678954,939.4111182935012,127.81383322559878,127.81383322559878,0.0,41519.0,125.62500000000001,125.62500000000001,0.0,0.0,1.0,9487.0
"Monterey County, California",1226.9464285714282,1226.9464285714282,0.0,0.0,1.0,262714.0,"","","","","",48158.0
"Montezuma County, Colorado",-151.345243178308,-279.70903873443604,-116.4280866587942,-140.29950445860595,0.0,15897.0,-88.6686813186825,-116.03131868132186,-27.362637362637916,-27.362637362637916,0.0,4397.0
"Montgomery County, Alabama",-850.7857142857143,-850.7857142857143,0.0,0.0,1.0,100252.0,498.39285714285717,498.39285714285717,0.0,0.0,1.0,42898.0
"Montgomery County, Arkansas",-79.78214285714287,-79.78214285714287,0.0,0.0,1.0,5643.0,30.539726335555315,73.12209005653858,38.340659347115434,46.82406809574968,0.0,1338.0
"Montgomery County, Georgia",-254.4233529046178,-353.2388650253415,-92.50964233559353,-105.1213819041077,0.0,4814.0,-65.97786037492187,-74.6229799612156,-8.645119586296156,-8.645119586296156,0.0,984.0
"Montgomery County, Illinois",366.90300581770134,450.29279250159743,83.389786683905,83.389786683905,0.0,16320.0,275.23361344539444,307.90588235294854,32.672268907563286,32.672268907563286,0.0,5219.0
"Montgomery County, Indiana",-136.51428571428568,-136.51428571428568,0.0,0.0,1.0,23295.0,127.725,127.725,0.0,0.0,1.0,7148.0
"Montgomery County, Iowa",-59.52857142857141,-59.52857142857141,0.0,0.0,1.0,5892.0,"","","","","",1840.0
"Montgomery County, Kansas",-330.95714285714286,-330.95714285714286,0.0,0.0,1.0,17423.0,"","","","","",5657.0
"Montgomery County, Kentucky",326.6559469942149,369.10455720753816,42.44861021331653,42.44861021331653,0.0,16534.0,-31.28518595173955,-25.578630251809955,3.97446671130092,7.4386446909693404,0.0,4154.0
"Montgomery County, Maryland",5485.389285714285,5485.389285714285,0.0,0.0,1.0,700740.0,1704.9626373626525,1863.9516483516782,158.989010989007,158.989010989007,0.0,150730.0
"Montgomery County, Mississippi",-163.61428571428564,-163.61428571428564,0.0,0.0,1.0,3981.0,10.213009133934975,-12.04358965717256,-20.016968324702248,-24.496229259772008,0.0,1732.0
"Montgomery County, Missouri",-59.48928571428571,-59.48928571428571,0.0,0.0,1.0,7034.0,-42.036247575950256,-52.37383645765658,-10.337588881706447,-10.337588881706447,0.0,1858.0
"Montgomery County, New York",-194.81428571428572,-194.81428571428572,0.0,0.0,1.0,26267.0,73.1107142857143,73.1107142857143,0.0,0.0,1.0,9374.0
"Montgomery County, North Carolina","","","","","",15011.0,-187.95672268908675,-208.73403361345117,-20.777310924370127,-20.777310924370127,0.0,3339.0
"Montgomery County, Ohio",-1399.8071428571427,-1399.8071428571427,0.0,0.0,1.0,268509.0,950.1785714285713,950.1785714285713,0.0,0.0,1.0,116041.0
"Montgomery County, Pennsylvania",3053.699999999999,3053.699999999999,0.0,0.0,1.0,572395.0,866.2321428571428,866.2321428571428,0.0,0.0,1.0,129019.0
"Montgomery County, Tennessee",2846.4035714285715,2846.4035714285715,0.0,0.0,1.0,135195.0,814.1035714285716,814.1035714285716,0.0,0.0,1.0,31124.0
"Montgomery County, Texas",13155.171428571426,13155.171428571426,0.0,0.0,1.0,456527.0,2010.6321428571432,2010.6321428571432,0.0,0.0,1.0,70625.0
"Montgomery County, Virginia",298.9892857142857,298.9892857142857,0.0,0.0,1.0,47247.0,418.2071428571428,418.2071428571428,0.0,0.0,1.0,30970.0
"Montmorency County, Michigan",144.42385261798336,179.33497091145546,34.91111829347166,34.91111829347166,0.0,5586.0,30.51428571428571,30.51428571428571,0.0,0.0,1.0,2061.0
"Montour County, Pennsylvania",185.29339043310029,227.7024078862305,42.409017453135306,42.409017453135306,0.0,11648.0,-109.769667097622,-133.85806399484136,-24.088396897220772,-24.088396897220772,0.0,2877.0
"Montrose County, Colorado","","","","","",27222.0,"","","","","",6032.0
"Moody County, South Dakota",26.220038784751523,35.24718810601553,9.027149321267007,9.027149321267007,0.0,3917.0,-31.065126050420076,-37.43907563025277,-6.373949579831835,-6.373949579831835,0.0,908.0
"Moore County, North Carolina",851.4357142857144,851.4357142857144,0.0,0.0,1.0,66973.0,360.83928571428567,360.83928571428567,0.0,0.0,1.0,16526.0
"Moore County, Tennessee",36.699999999999996,36.699999999999996,0.0,0.0,1.0,4691.0,"","","","","",927.0
"Moore County, Texas",-475.4603910795122,-548.2698610213411,-72.80946994182302,-72.80946994182302,0.0,13725.0,"","","","","",2162.0
"Mora County, New Mexico",-85.33571428571427,-85.33571428571427,0.0,0.0,1.0,1901.0,"","","","","",903.0
"Morehouse Parish, Louisiana",-172.90714285714284,-172.90714285714284,0.0,0.0,1.0,12391.0,53.932142857142864,53.932142857142864,0.0,0.0,1.0,4268.0
"Morgan County, Alabama","","","","","",74756.0,240.70000000000002,240.70000000000002,0.0,0.0,1.0,18600.0
"Morgan County, Colorado",128.73928571428573,128.73928571428573,0.0,0.0,1.0,18802.0,184.74455397545535,210.4680510666003,25.723497091144413,25.723497091144413,0.0,4165.0
"Morgan County, Georgia",190.8821428571428,190.8821428571428,0.0,0.0,1.0,14080.0,99.93325791855386,113.07094376212262,13.137685843568462,13.137685843568462,0.0,2429.0
"Morgan County, Illinois",-250.80714285714276,-250.80714285714276,0.0,0.0,1.0,16839.0,70.65357142857142,70.65357142857142,0.0,0.0,1.0,6243.0
"Morgan County, Indiana",468.7400775695278,576.7943762120558,108.0542986425351,108.0542986425351,0.0,47989.0,185.99999999999994,185.99999999999994,0.0,0.0,1.0,9188.0
"Morgan County, Kentucky",262.18164509534836,374.16939920559525,104.83818145734404,119.13732675744177,0.0,8079.0,-17.300657227635384,-47.34006146341562,-27.436651595660805,-32.642156875066576,0.0,1776.0
"Morgan County, Missouri",339.24754363283864,396.74237233355234,57.49482870071079,57.49482870071079,0.0,13882.0,-21.553669970482588,26.37015212327242,41.80209006544101,54.04555411902402,0.0,3007.0
"Morgan County, Ohio",-104.66785714285713,-104.66785714285713,0.0,0.0,1.0,8792.0,81.00520361991221,89.57630898513526,8.57110536522342,8.57110536522342,0.0,2418.0
"Morgan County, Tennessee",-103.99285714285712,-103.99285714285712,0.0,0.0,1.0,11899.0,"","","","","",2624.0
"Morgan County, Utah",275.62857142857143,275.62857142857143,0.0,0.0,1.0,10965.0,"","","","","",413.0
"Morgan County, West Virginia",-211.72537168714916,-262.12840982546913,-50.403038138332555,-50.403038138332555,0.0,10610.0,-282.7057530704624,-318.37575953458145,-35.6700064641248,-35.6700064641248,0.0,2703.0
"Morovis Municipio, Puerto Rico",-480.9857142857143,-480.9857142857143,0.0,0.0,1.0,12354.0,101.68928571428573,101.68928571428573,0.0,0.0,1.0,2986.0
"Morrill County, Nebraska",95.40058177117317,114.95067873303196,19.550096961861904,19.550096961861904,0.0,2984.0,-75.83169469051063,-114.76180135458708,-36.21687136730361,-41.643341955863434,0.0,788.0
"Morris County, Kansas",-50.8642857142857,-50.8642857142857,0.0,0.0,1.0,3476.0,51.40746606334869,61.5622818358097,10.1548157724627,10.1548157724627,0.0,907.0
"Morris County, New Jersey",4452.569973826408,6165.318331003189,1603.3582743130391,1822.1384402364492,0.0,363285.0,745.1285714285714,745.1285714285714,0.0,0.0,1.0,68947.0
"Morris County, Texas",-231.9740950226551,-278.5191822883353,-46.54508726567605,-46.54508726567605,0.0,7270.0,182.8213800904996,209.39458629606088,26.5732062055595,26.5732062055595,0.0,2067.0
"Morrison County, Minnesota",-103.68556884292775,-114.19090174531811,-10.505332902392215,-10.505332902392215,0.0,21466.0,200.0923973619938,263.2375708203763,59.218325793326585,67.07202111767037,0.0,5574.0
"Morrow County, Ohio",-168.075,-168.075,0.0,0.0,1.0,22823.0,68.43928571428573,68.43928571428573,0.0,0.0,1.0,4851.0
"Morrow County, Oregon",-64.65016160310915,-82.76328377505706,-18.113122171945836,-18.113122171945836,0.0,7547.0,77.03379120879617,90.65192307692632,13.618131868132002,13.618131868132002,0.0,1405.0
"Morton County, Kansas",-36.75714285714285,-36.75714285714285,0.0,0.0,1.0,1769.0,"","","","","",445.0
"Morton County, North Dakota",323.04285714285714,323.04285714285714,0.0,0.0,1.0,22146.0,163.62500000000003,163.62500000000003,0.0,0.0,1.0,5729.0
"Motley County, Texas","","","","","",722.0,"","","","","",177.0
"Moultrie County, Illinois","","","","","",9965.0,-63.70848416290028,-78.46882676148016,-14.760342598577916,-14.760342598577916,0.0,2078.0
"Mountrail County, North Dakota",120.42499999999994,120.42499999999994,0.0,0.0,1.0,5738.0,63.29642857142857,63.29642857142857,0.0,0.0,1.0,1533.0
"Mower County, Minnesota",337.74017164483666,446.55001867190003,102.21670977605754,115.40298428618189,0.0,24377.0,"","","","","",6562.0
"Muhlenberg County, Kentucky",193.1994667097897,239.5047349709348,46.30526826115244,46.30526826115244,0.0,19963.0,255.58660310277628,285.8873464770513,30.30074337427297,30.30074337427297,0.0,4714.0
"Multnomah County, Oregon",3418.000000000001,3418.000000000001,0.0,0.0,1.0,409334.0,4064.8071428571425,4064.8071428571425,0.0,0.0,1.0,234454.0
"Murray County, Georgia",-271.0864767432213,-496.7718624472618,-204.0641564172256,-247.3066149402439,0.0,26705.0,"","","","","",4803.0
"Murray County, Minnesota",-42.474999999999994,-42.474999999999994,0.0,0.0,1.0,5515.0,-26.92708468003002,-32.886360698128556,-5.959276018099667,-5.959276018099667,0.0,1525.0
"Murray County, Oklahoma",250.10093996673822,384.79857160896063,124.50764923730458,144.88761404540128,0.0,8289.0,-96.36196654103696,-133.74620486050844,-35.219457024250005,-39.54901961878386,0.0,2058.0
"Muscatine County, Iowa",-176.5285714285714,-176.5285714285714,0.0,0.0,1.0,25398.0,62.64285714285715,62.64285714285715,0.0,0.0,1.0,6870.0
"Muscogee County, Georgia",-46.03584356824285,-118.55491273436928,-72.51906916613012,-72.51906916613012,0.0,92944.0,672.5428571428571,672.5428571428571,0.0,0.0,1.0,37534.0
"Muskegon County, Michigan",1135.7333548804745,1400.01034259866,264.2769877181666,264.2769877181666,0.0,97531.0,305.7178571428571,305.7178571428571,0.0,0.0,1.0,27668.0
"Muskingum County, Ohio",-370.0035714285715,-370.0035714285715,0.0,0.0,1.0,46745.0,103.16071428571432,103.16071428571432,0.0,0.0,1.0,14858.0
"Muskogee County, Oklahoma",-345.8607142857143,-345.8607142857143,0.0,0.0,1.0,35294.0,380.76991052925587,540.3374516889453,149.11964020039886,170.01544211236615,0.0,10514.0
"Musselshell County, Montana","","","","","",3227.0,26.76785714285713,26.76785714285713,0.0,0.0,1.0,952.0
"Nacogdoches County, Texas",-796.7737530171871,-1153.0185637176037,-332.49380517769896,-379.9958162394323,0.0,33448.0,77.0,77.0,0.0,0.0,1.0,12243.0
"Naguabo Municipio, Puerto Rico",-380.81071428571425,-380.81071428571425,0.0,0.0,1.0,8677.0,60.51071428571428,60.51071428571428,0.0,0.0,1.0,3551.0
"Nance County, Nebraska",-55.5102941176483,-62.10903361344572,-6.598739495798282,-6.598739495798282,0.0,2241.0,"","","","","",556.0
"Nantucket County, Massachusetts",848.9961700065178,952.9223173885548,103.92614738203054,103.92614738203054,0.0,9483.0,"","","","","",2127.0
"Napa County, California",-1077.4268261150573,-1277.2051066580461,-199.77828054298757,-199.77828054298757,0.0,85703.0,"","","","","",21021.0
"Naranjito Municipio, Puerto Rico",-541.4892857142856,-541.4892857142856,0.0,0.0,1.0,12454.0,133.57500000000005,133.57500000000005,0.0,0.0,1.0,3070.0
"Nash County, North Carolina",-322.2821428571429,-322.2821428571429,0.0,0.0,1.0,49766.0,"","","","","",14909.0
"Nassau County, Florida",1137.2214285714285,1137.2214285714285,0.0,0.0,1.0,60998.0,247.44642857142858,247.44642857142858,0.0,0.0,1.0,12351.0
"Nassau County, New York",6339.6998060764745,7076.99263089872,737.2928248222531,737.2928248222531,0.0,983645.0,547.9464285714283,547.9464285714283,0.0,0.0,1.0,129336.0
"Natchitoches Parish, Louisiana",-255.67142857142858,-255.67142857142858,0.0,0.0,1.0,17209.0,-891.6320780813694,-1324.0895226448774,-403.0030705044919,-461.91181862240774,0.0,7999.0
"Natrona County, Wyoming",283.15000000000003,283.15000000000003,0.0,0.0,1.0,48277.0,290.37142857142857,290.37142857142857,0.0,0.0,1.0,14997.0
"Naugatuck Valley Planning Region, Connecticut",-3084.999999999999,-3084.999999999999,0.0,0.0,1.0,263105.0,-1321.9999999999995,-1321.9999999999995,0.0,0.0,1.0,75406.0
"Navajo County, Arizona",1014.635601163609,1243.7349870717735,229.0993859082104,229.0993859082104,0.0,58491.0,216.6607142857143,216.6607142857143,0.0,0.0,1.0,12686.0
"Navarro County, Texas",331.0249999999999,331.0249999999999,0.0,0.0,1.0,32956.0,"","","","","",6132.0
"Nelson County, Kentucky",167.66428571428565,167.66428571428565,0.0,0.0,1.0,29980.0,154.44999999999996,154.44999999999996,0.0,0.0,1.0,6857.0
"Nelson County, North Dakota","","","","","",2023.0,-57.55384463444352,-78.32149528898299,-19.418982983752358,-22.116318328245143,0.0,602.0
"Nelson County, Virginia",521.8487233355117,597.3479153199878,75.49919198448724,75.49919198448724,0.0,10294.0,"","","","","",2631.0
"Nemaha County, Kansas","","","","","",6961.0,-24.661166774403682,-30.656480284422287,-5.995313510019462,-5.995313510019462,0.0,1510.0
"Nemaha County, Nebraska",-56.764285714285705,-56.764285714285705,0.0,0.0,1.0,3788.0,"","","","","",1515.0
"Neosho County, Kansas",-274.62359405301686,-309.28228829994623,-34.658694246929755,-34.658694246929755,0.0,8987.0,"","","","","",2556.0
"Neshoba County, Mississippi",-118.89999999999996,-118.89999999999996,0.0,0.0,1.0,14837.0,-1.4623547829687595,-32.6225124374032,-28.111452274257317,-34.208863033754824,0.0,3938.0
"Ness County, Kansas","","","","","",1952.0,-21.211017914349213,-28.594286606181413,-6.9085326435977095,-7.858004740144452,0.0,441.0
"Nevada County, Arkansas",-134.1321428571429,-134.1321428571429,0.0,0.0,1.0,3751.0,"","","","","",1263.0
"Nevada County, California","","","","","",62802.0,-191.55953458308068,-253.59088558502845,-62.031351001939704,-62.031351001939704,0.0,20198.0
"New Castle County, Delaware","","","","","",312421.0,1643.3857142857141,1643.3857142857141,0.0,0.0,1.0,104480.0
"New Hanover County, North Carolina",1459.2071428571423,1459.2071428571423,0.0,0.0,1.0,124481.0,1077.0,1077.0,0.0,0.0,1.0,58389.0
"New Kent County, Virginia",425.4392857142858,425.4392857142858,0.0,0.0,1.0,17580.0,57.41428571428572,57.41428571428572,0.0,0.0,1.0,2473.0
"New Madrid County, Missouri",-218.13928571428565,-218.13928571428565,0.0,0.0,1.0,8166.0,"","","","","",2905.0
"New York County, New York",5225.835714285712,5225.835714285712,0.0,0.0,1.0,636463.0,"","","","","",580781.0
